Rank,Name,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15206,Valentino Rossi: The Game,Racing,0,0.02,0,0,0.02
15207,Turbo: Super Stunt Squad,Sports,0,0.02,0,0,0.02
15208,FIFA Soccer 09,Sports,0,0.02,0,0,0.02
15209,The Lord of the Rings: The Battle for Middle-Earth II,Strategy,0.01,0.01,0,0,0.02
15210,Ballblazer Champions,Sports,0.01,0.01,0,0,0.02
15211,Steal Princess,Platform,0.02,0,0,0,0.02
15212,So Blonde,Adventure,0,0.02,0,0,0.02
15213,Winter Sports 2011,Sports,0,0.02,0,0,0.02
15214,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,Adventure,0,0,0.02,0,0.02
15215,Disney's Meet the Robinsons,Action,0.02,0,0,0,0.02
15216,Casper's Scare School: Classroom Capers,Adventure,0.02,0,0,0,0.02
15217,Moujuutsukai to Oujisama Portable,Adventure,0,0,0.02,0,0.02
15218,Galaxy Angel II: Eigou Kaiki no Koku,Strategy,0,0,0.02,0,0.02
15219,Genroh,Action,0,0,0.02,0,0.02
15220,Otome wa Oanesama Boku ni Koi Shiteru Portable,Adventure,0,0,0.02,0,0.02
15221,Iron Phoenix,Fighting,0.02,0,0,0,0.02
15222,Legend: Hand of God,Role-Playing,0,0.02,0,0,0.02
15223,Geon Cube,Puzzle,0.02,0,0,0,0.02
15224,Tennis no Oji-Sama: Driving Smash! Side King,Sports,0,0,0.02,0,0.02
15225,Kuon,Adventure,0.01,0.01,0,0,0.02
15226,Kannou Mukashi Banashi Portable,Adventure,0,0,0.02,0,0.02
15227,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,Adventure,0,0,0.02,0,0.02
15228,Diabolik Lovers: More Blood,Adventure,0,0,0.02,0,0.02
15229,Triple Crown Championship Snowboarding,Sports,0.02,0,0,0,0.02
15230,UnchainBlades EXXiV,Role-Playing,0,0,0.02,0,0.02
15231,The Fast and the Furious,Racing,0.02,0,0,0,0.02
15232,Fallout Trilogy,Role-Playing,0,0.02,0,0,0.02
15233,Carmen Sandiego: The Secret of the Stolen Drums,Action,0.02,0,0,0,0.02
15234,The Sims: Complete Collection,Simulation,0.01,0.01,0,0,0.02
15235,Command & Conquer 3: Deluxe Edition,Strategy,0,0.02,0,0,0.02
15236,Dance! It's Your Stage,Misc,0,0.02,0,0.01,0.02
15237,Sacred Gold,Role-Playing,0,0.02,0,0,0.02
15238,Dies Irae: Amantes Amentes,Action,0,0,0.02,0,0.02
15239,Puyo Puyo! 15th Anniversary,Puzzle,0,0,0.02,0,0.02
15240,Mind over Matter,Puzzle,0.02,0,0,0,0.02
15241,The Idolmaster: Gravure For You! Vol.9,Action,0,0,0.02,0,0.02
15242,Discovery Kids: Snake Safari,Simulation,0.02,0,0,0,0.02
15243,Ryu-koku,Adventure,0,0,0.02,0,0.02
15244,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,Misc,0,0,0.02,0,0.02
15245,Group S Challenge,Racing,0.02,0,0,0,0.02
15246,GunParade Orchestra: Midori no Shou,Adventure,0,0,0.02,0,0.02
15247,Shooter: Starfighter Sanvein,Shooter,0.01,0.01,0,0,0.02
15248,Jewel Master: Cradle Of Rome 2,Puzzle,0,0.02,0,0,0.02
15249,Sakura Wars 1 & 2,Strategy,0,0,0.02,0,0.02
15250,Kao Challengers,Platform,0.02,0,0,0,0.02
15251,Brave: The Video Game,Action,0,0.02,0,0,0.02
15252,Order of War,Strategy,0,0.01,0,0,0.02
15253,Terminator 3: The Redemption,Shooter,0.02,0,0,0,0.02
15254,Painkiller,Shooter,0,0.02,0,0,0.02
15255,Date A Live: Arusu Install,Adventure,0,0,0.02,0,0.02
15256,Canimal Triple,Misc,0,0.02,0,0,0.02
15257,Tengen Toppa Gurren-Lagann,Action,0,0,0.02,0,0.02
15258,Sugoi Hebereke,Fighting,0,0,0.02,0,0.02
15259,Pebble Beach Golf Links,Sports,0,0,0.02,0,0.02
15260,Spider-Man: Web of Shadows,Action,0,0.02,0,0,0.02
15261,Dakar 2: The World's Ultimate Rally,Racing,0.02,0,0,0,0.02
15262,Jelly Belly: Ballistic Beans,Puzzle,0.02,0,0,0,0.02
15263,PopCap Hits!,Misc,0,0.02,0,0,0.02
15264,Mario Tennis,Sports,0,0,0.02,0,0.02
15265,Higurashi Daybreak Portable Mega Edition,Adventure,0,0,0.02,0,0.02
15266,Dragon's Lair,Platform,0.02,0,0,0,0.02
15267,Shinken de Watashi ni Koi Shinasai! R,Action,0,0,0.02,0,0.02
15268,Whiteout,Racing,0.01,0.01,0,0,0.02
15269,Shiratsuyu no Kai,Adventure,0,0,0.02,0,0.02
15270,Dungeon Defenders,Role-Playing,0.02,0,0,0,0.02
15271,Final Fantasy XIV: Heavensward,Action,0.01,0,0.01,0,0.02
15272,Sniper Elite V2,Shooter,0,0.02,0,0,0.02
15273,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,Simulation,0,0,0.02,0,0.02
15274,XGRA: Extreme G Racing Association,Racing,0.02,0,0,0,0.02
15275,Command & Conquer: The First Decade,Strategy,0.01,0.01,0,0,0.02
15276,Thomas & Friends: Hero of the Rails,Misc,0,0.02,0,0,0.02
15277,Taito Legends 2,Misc,0.01,0.01,0,0,0.02
15278,World Championship Poker featuring Howard Lederer: All In,Misc,0.02,0,0,0,0.02
15279,Kill.Switch,Shooter,0.02,0.01,0,0,0.02
15280,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",Adventure,0,0,0.02,0,0.02
15281,Jinsei Game Wii,Misc,0,0,0.02,0,0.02
15282,Heavy Fire: The Chosen Few 3D,Shooter,0.02,0,0,0,0.02
15283,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,Misc,0,0,0.02,0,0.02
15284,Hyakka Hyakurou: Sengoku Ninpoujou,Adventure,0,0,0.02,0,0.02
15285,Jake Hunter: Detective Chronicles,Adventure,0.02,0,0,0,0.02
15286,Gekka Ryouran Romance,Adventure,0,0,0.02,0,0.02
15287,Don Bradman Cricket 14,Sports,0,0.02,0,0,0.02
15288,Guess the Logos,Puzzle,0.02,0,0,0,0.02
15289,Ore no Yome: Anata Dake no Hanayome,Adventure,0,0,0.02,0,0.02
15290,Crime Scene,Adventure,0,0.02,0,0,0.02
15291,Military History: Commander - Europe at War,Strategy,0,0.01,0,0.01,0.02
15292,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,Misc,0,0,0.02,0,0.02
15293,Final Approach 2: 1st Priority,Adventure,0,0,0.02,0,0.02
15294,Stormrise,Strategy,0,0.02,0,0,0.02
15295,Gochuumon wa Usagi Desu ka?? Wonderful Party!,Adventure,0,0,0.02,0,0.02
15296,Moujuutsukai to Oujisama: Snow Bride,Adventure,0,0,0.02,0,0.02
15297,Detective Jinguuji Saburo: Ronde Revenge,Action,0,0,0.02,0,0.02
15298,Casper: Spirit Dimensions,Platform,0.02,0,0,0,0.02
15299,Meitantei Evangelion,Adventure,0,0,0.02,0,0.02
15300,Tsuyo Kiss 2 Portable,Adventure,0,0,0.02,0,0.02
15301,Butt-Ugly Martians: Zoom or Doom!,Racing,0.01,0.01,0,0,0.02
15302,Mar Heaven: Karudea no Akuma,Role-Playing,0,0,0.02,0,0.02
15303,F1 2016 (Codemasters),Racing,0,0.02,0,0,0.02
15304,Brain Dead 13,Adventure,0.01,0.01,0,0,0.02
15305,Spider-Man 3,Platform,0.02,0,0,0,0.02
15306,Robotics;Notes,Adventure,0,0,0.02,0,0.02
15307,Hoppie,Platform,0.02,0,0,0,0.02
15308,Rugby League Team Manager 2015,Action,0,0.02,0,0,0.02
15309,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,Misc,0,0,0.02,0,0.02
15310,The Lord of the Rings Online: Mines of Moria,Role-Playing,0,0.02,0,0,0.02
15311,T.A.C. Heroes : Big Red One,Strategy,0.02,0,0,0,0.02
15312,War Leaders: Clash of Nations,Strategy,0,0.02,0,0,0.02
15313,Dungeons & Dragons: Shadow over Mystara,Role-Playing,0,0,0.02,0,0.02
15314,The King of Fighters NeoWave,Fighting,0.02,0,0,0,0.02
15315,Super PickUps,Racing,0.01,0.01,0,0,0.02
15316,Puzzle Quest: Challenge of the Warlords,Puzzle,0.01,0,0,0,0.02
15317,Aquanaut's Holiday,Adventure,0.01,0.01,0,0,0.02
15318,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,Adventure,0,0,0.02,0,0.02
15319,Runaway: A Twist of Fate,Adventure,0,0.02,0,0,0.02
15320,Hot 'n' Cold,Action,0.02,0,0,0,0.02
15321,Nisenochigiri,Adventure,0,0,0.02,0,0.02
15322,Wakeboarding Unleashed Featuring Shaun Murray,Sports,0.01,0.01,0,0,0.02
15323,The Testament of Sherlock Holmes,Adventure,0,0.02,0,0,0.02
15324,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,Action,0,0,0.02,0,0.02
15325,Last Escort,Adventure,0,0,0.02,0,0.02
15326,Meikyuu Cross Blood: Reloaded,Action,0,0,0.02,0,0.02
15327,Livly Garden,Simulation,0,0,0.02,0,0.02
15328,Nicktoons Collection: Game Boy Advance Video Volume 3,Misc,0.01,0.01,0,0,0.02
15329,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,Role-Playing,0,0,0.02,0,0.02
15330,Commando: Steel Disaster,Shooter,0.02,0,0,0,0.02
15331,Aria: The Natural ~Tooi Yume no Mirage~,Adventure,0,0,0.02,0,0.02
15332,Hellgate: London,Role-Playing,0,0.02,0,0,0.02
15333,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Fighting,0,0,0.02,0,0.02
15334,The Awakened Fate Ultimatum,Role-Playing,0,0,0.02,0,0.02
15335,Gal Gun,Shooter,0,0,0.02,0,0.02
15336,Chuck E. Cheese's Super Collection,Action,0.02,0,0,0,0.02
15337,Hakuouki: Yuugi Roku DS,Adventure,0,0,0.02,0,0.02
15338,Mystery Tales 2: The Spirit Mask,Puzzle,0,0.02,0,0,0.02
15339,Kung Fu Panda: Showdown of Legendary Legends,Action,0,0.02,0,0,0.02
15340,Shonen Jump's Shaman King: Master of Spirits 2,Role-Playing,0.01,0.01,0,0,0.02
15341,Dead Rising,Action,0.01,0,0,0,0.02
15342,Homefront: The Revolution,Shooter,0,0.02,0,0,0.02
15343,Toki no Kizuna: Hanayui Tsuzuri,Adventure,0,0,0.02,0,0.02
15344,The Technomancer,Role-Playing,0.01,0.01,0,0,0.02
15345,Rinne no Lagrange: Kamogawa Days,Adventure,0,0,0.02,0,0.02
15346,TOCA Race Driver 3,Racing,0,0.02,0,0,0.02
15347,Airport Simulator,Simulation,0,0.02,0,0,0.02
15348,Casper's Scare School: Spooky Sports Day,Sports,0.02,0,0,0,0.02
15349,Code R,Adventure,0,0,0.02,0,0.02
15350,The Idolmaster: Gravure For You! Vol.8,Action,0,0,0.02,0,0.02
15351,Disney Sports Football,Sports,0.01,0.01,0,0,0.02
15352,Oil Rush,Strategy,0,0.02,0,0,0.02
15353,Cabela's Big Game Hunter: Pro Hunts,Shooter,0.02,0,0,0,0.02
15354,Chicken Hunter,Shooter,0.02,0,0,0,0.02
15355,Hakuoki: Shinkai - Furi no Shou,Action,0,0,0.02,0,0.02
15356,Demolition Company: Gold Edition,Simulation,0,0.02,0,0,0.02
15357,Headhunter: Redemption,Action,0.02,0,0,0,0.02
15358,Onechanbara Special,Action,0,0,0.02,0,0.02
15359,Daikaijuu Battle: Ultra Coliseum,Fighting,0,0,0.02,0,0.02
15360,Saki: Achiga-Hen Portable,Adventure,0,0,0.02,0,0.02
15361,Bella Sara 2 - The Magic of Drasilmare,Adventure,0,0.02,0,0,0.02
15362,Minna de Dokusho: Keatai Shousetsu Desu,Misc,0,0,0.02,0,0.02
15363,Polar Bowler,Sports,0.02,0,0,0,0.02
15364,Prehistorik Man,Platform,0.01,0.01,0,0,0.02
15365,F1 2002,Racing,0.01,0.01,0,0,0.02
15366,Chicago Enforcer,Shooter,0.02,0,0,0,0.02
15367,Jinguuji Saburou DS: Akai Chou,Adventure,0,0,0.02,0,0.02
15368,Dance Dance Revolution Extra Mix,Simulation,0,0,0.02,0,0.02
15369,UnchainBlades EXXiV,Role-Playing,0,0,0.02,0,0.02
15370,Princess Isabella: A Witch's Curse,Adventure,0.02,0,0,0,0.02
15371,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,Adventure,0,0,0.02,0,0.02
15372,The Legend of Heroes: Trails in the Sky Third Chapter,Role-Playing,0,0,0.02,0,0.02
15373,Pippa Funnell: Ranch Rescue,Adventure,0,0.02,0,0,0.02
15374,Jewel Link: Galactic Quest,Action,0,0.02,0,0,0.02
15375,Super Bowling,Sports,0.02,0,0,0,0.02
15376,Rat Attack!,Puzzle,0.02,0,0,0,0.02
15377,Kawaii Koinu DS 3,Simulation,0,0,0.02,0,0.02
15378,Chuugen no Hasha: Sangoku Shouseiden,Strategy,0,0,0.02,0,0.02
15379,Chevrolet Camaro: Wild Ride,Racing,0.02,0,0,0,0.02
15380,The Sims 2: Happy Holiday Stuff,Simulation,0.01,0.01,0,0,0.02
15381,Largo Winch .// Commando Sar,Adventure,0.01,0.01,0,0,0.02
15382,Joker no Kuni no Alice: Wonderful Wonder World,Adventure,0,0,0.02,0,0.02
15383,Cross Treasures,Role-Playing,0,0,0.02,0,0.02
15384,Ruff Trigger: The Vanocore Conspiracy,Platform,0.01,0.01,0,0,0.02
15385,Silent Bomber,Action,0.01,0.01,0,0,0.02
15386,Samurai & Dragons,Action,0,0,0.02,0,0.02
15387,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,Misc,0,0,0.02,0,0.02
15388,Elminage Original: Majo to Megami to Kamigami no Yubiwa,Role-Playing,0,0,0.02,0,0.02
15389,TalkMan,Misc,0,0,0.02,0,0.02
15390,XGRA: Extreme G Racing Association,Racing,0.02,0,0,0,0.02
15391,Uta no * Prince-Sama,Adventure,0,0,0.02,0,0.02
15392,Ridge Racer Unbounded,Racing,0,0.02,0,0,0.02
15393,Elminage Gothic: Ulm Zakir to Yami no Gishiki,Role-Playing,0,0,0.02,0,0.02
15394,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,Misc,0,0,0.02,0,0.02
15395,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,Action,0,0,0.02,0,0.02
15396,Invizimals: The Resistance,Role-Playing,0,0.02,0,0,0.02
15397,Anima - Gate of Memories,Action,0,0.02,0,0,0.02
15398,B-17: Fortress in the Sky,Simulation,0.02,0,0,0,0.02
15399,Mushishi: Amefuru Sato,Simulation,0,0,0.02,0,0.02
15400,Arcana Famiglia: Vascello Phantasma no Majutsushi,Action,0,0,0.02,0,0.02
15401,The Legend of Heroes: Trails in the Sky Second Chapter,Role-Playing,0,0,0.02,0,0.02
15402,Motocross Mania 3,Racing,0.01,0,0,0,0.02
15403,Psycho-Pass: Mandatory Happiness,Adventure,0,0.01,0.01,0,0.02
15404,ESPN MLS ExtraTime 2002,Sports,0.02,0,0,0,0.02
15405,Winning Post 7: Maximum 2007,Sports,0,0,0.02,0,0.02
15406,Resident Evil: Umbrella Corps,Action,0,0,0.02,0,0.02
15407,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,Action,0,0,0.02,0,0.02
15408,Vitamin R,Adventure,0,0,0.02,0,0.02
15409,Fist of the North Star: Ken's Rage 2,Fighting,0,0,0.02,0,0.02
15410,Maximum Racing: Crash Car Racer,Racing,0.01,0.01,0,0,0.02
15411,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,Action,0.01,0.01,0,0,0.02
15412,Deus Ex: Mankind Divided,Role-Playing,0,0.02,0,0,0.02
15413,Guitar Freaks V2 & DrumMania V2,Simulation,0,0,0.02,0,0.02
15414,Backyard Baseball '09,Sports,0.01,0.01,0,0,0.02
15415,Puzzle City,Puzzle,0.02,0,0,0,0.02
15416,Gakuen K: Wonderful School Days,Adventure,0,0,0.02,0,0.02
15417,Worms,Strategy,0,0.02,0,0,0.02
15418,RollerCoaster Tycoon World,Simulation,0,0.02,0,0,0.02
15419,Pastel Chime Continue,Adventure,0,0,0.02,0,0.02
15420,Trapped Dead,Strategy,0,0.02,0,0,0.02
15421,Super Fruit Fall,Puzzle,0.01,0,0,0,0.02
15422,Zwei!!,Role-Playing,0,0,0.02,0,0.02
15423,Pump It Up: Exceed,Misc,0.01,0,0,0,0.02
15424,Ro-Kyu-Bu! Lost Secret,Adventure,0,0,0.02,0,0.02
15425,CV Casting Voice,Adventure,0,0,0.02,0,0.02
15426,Littlest Pet Shop,Simulation,0,0.02,0,0,0.02
15427,Net High,Adventure,0,0,0.02,0,0.02
15428,Malice,Platform,0.01,0.01,0,0,0.02
15429,Defendin' De Penguin,Strategy,0.02,0,0,0,0.02
15430,The Sims 2: Family Fun Stuff,Simulation,0,0.01,0,0,0.02
15431,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,Role-Playing,0,0,0.02,0,0.02
15432,Worldwide Soccer Manager 2007,Sports,0,0.02,0,0,0.02
15433,Heroes of the Pacific,Simulation,0,0.02,0,0,0.02
15434,Kokoro Connect: Yochi Random,Action,0,0,0.02,0,0.02
15435,Tenkai Knights: Brave Battle,Action,0.01,0.01,0,0,0.02
15436,Mount & Blade: Warband,Role-Playing,0.01,0.01,0,0,0.02
15437,Horrid Henry: Missions of Mischief,Adventure,0,0.02,0,0,0.02
15438,Dark Tales: Edgar Allan Poe's The Premature Burial,Puzzle,0,0.02,0,0,0.02
15439,Painkiller: Hell & Damnation,Shooter,0,0.01,0,0,0.02
15440,Resident Evil Zero,Action,0.01,0.01,0,0,0.02
15441,Warship Gunner 2 Portable,Simulation,0,0,0.02,0,0.02
15442,Nervous Brickdown,Puzzle,0,0.01,0,0,0.02
15443,Downtown Nekketsu Jidaigek,Action,0,0,0.02,0,0.02
15444,Mini Ninjas,Action,0,0.02,0,0,0.02
15445,Legend of Kay Anniversary,Action,0,0.02,0,0,0.02
15446,NHL 09,Sports,0,0.02,0,0,0.02
15447,Spanish for Everyone!,Puzzle,0.02,0,0,0,0.02
15448,Battle Princess of Arcadias,Role-Playing,0,0,0.02,0,0.02
15449,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,Strategy,0,0,0.02,0,0.02
15450,Germany's Next Topmodel 2011,Simulation,0,0.02,0,0,0.02
15451,Uchuu Keiji Tamashii: The Space Sheriff Spirits,Action,0,0,0.02,0,0.02
15452,Angelique Retour,Action,0,0,0.02,0,0.02
15453,Winx Club: Saving Alfea,Action,0.02,0,0,0,0.02
15454,UFO: Trilogy,Strategy,0,0.02,0,0,0.02
15455,Mount & Blade Collection,Role-Playing,0,0.02,0,0,0.02
15456,Car Battler Joe,Role-Playing,0.01,0.01,0,0,0.02
15457,Vietcong,Shooter,0,0.02,0,0,0.02
15458,StormLover Karen!!,Adventure,0,0,0.02,0,0.02
15459,Digimon Rumble Arena 2,Fighting,0.01,0,0,0,0.02
15460,Steins;Gate: Hiyoku Renri no Darling,Adventure,0,0,0.02,0,0.02
15461,Ten Pin Alley 2,Sports,0.02,0,0,0,0.02
15462,Coded Soul: Uke Keigareshi Idea,Role-Playing,0,0,0.02,0,0.02
15463,Starship Troopers,Shooter,0,0.02,0,0,0.02
15464,AIR,Adventure,0,0,0.02,0,0.02
15465,Crysis: Warhead,Shooter,0,0.02,0,0,0.02
15466,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,Adventure,0,0,0.02,0,0.02
15467,Dino Dini's Kick Off Revival,Sports,0,0.02,0,0,0.02
15468,Garfield Gets Real,Action,0,0.02,0,0,0.02
15469,Mighty No. 9,Platform,0.01,0.01,0,0,0.02
15470,Atlantic Quest,Puzzle,0,0.02,0,0,0.02
15471,Tycoon City: New York,Strategy,0,0.02,0,0,0.02
15472,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,Action,0,0,0.02,0,0.02
15473,Agatha Christie: The ABC Murders,Adventure,0,0.02,0,0,0.02
15474,Virtua Pro Football,Sports,0,0,0.02,0,0.02
15475,Date-A-Live Twin Edition: Rio Reincarnation,Action,0,0,0.02,0,0.02
15476,Adidas Power Soccer 98,Sports,0.01,0.01,0,0,0.02
15477,Natsuiro High School: Seishun Hakusho,Action,0,0,0.02,0,0.02
15478,Black Rose Valkyrie,Role-Playing,0,0,0.02,0,0.02
15479,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Racing,0,0,0.02,0,0.02
15480,Heroes VS,Fighting,0,0,0.02,0,0.02
15481,Kazoku Keikaku,Adventure,0,0,0.02,0,0.02
15482,Sotsugyou II: Neo Generation Special,Simulation,0,0,0.02,0,0.02
15483,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Shooter,0.02,0,0,0,0.02
15484,Agatha Christie's The ABC Murders,Adventure,0.01,0.01,0,0,0.02
15485,Tom Clancy's Splinter Cell Classic Trilogy HD,Action,0.02,0,0,0,0.02
15486,Aoishiro,Adventure,0,0,0.02,0,0.02
15487,Rainbow Islands Revolution,Platform,0.01,0,0,0,0.02
15488,"Warhammer 40,000: Dawn of War: Soulstorm",Strategy,0,0.02,0,0,0.02
15489,Virtual Kasparov,Strategy,0.01,0.01,0,0,0.02
15490,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Platform,0.01,0,0,0,0.02
15491,Dynasty Warriors 8: Empires,Action,0,0,0.02,0,0.02
15492,Mary King's Riding School,Simulation,0,0.02,0,0,0.02
15493,Devil Survivor: Over Clock,Strategy,0,0,0.02,0,0.02
15494,PC Engine Best Collection: Tengai Makyou Collection,Role-Playing,0,0,0.02,0,0.02
15495,Commandos 3: Destination Berlin,Strategy,0,0.02,0,0,0.02
15496,Otoko Yukaku,Action,0,0,0.02,0,0.02
15497,Speed Kings,Racing,0.01,0,0,0,0.02
15498,Spirits and Demons: 5 Game Pack,Misc,0,0.02,0,0,0.02
15499,Rose to Tasogare no Kojou,Action,0,0,0.02,0,0.02
15500,Army Rescue,Shooter,0.02,0,0,0,0.02
15501,Azada,Puzzle,0,0.02,0,0,0.02
15502,ESPN MLS ExtraTime 2002,Sports,0.01,0,0,0,0.02
15503,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,Misc,0,0,0.02,0,0.02
15504,Dreamer Series: Horse Trainer,Simulation,0.02,0,0,0,0.02
15505,Hogs of War,Strategy,0.01,0.01,0,0,0.02
15506,Katekyoo Hitman Reborn! Dream Hyper Battle!,Fighting,0,0,0.02,0,0.02
15507,Muchi Muchi Pork & Pink Sweets,Shooter,0,0,0.02,0,0.02
15508,Point Blank 3,Shooter,0.01,0.01,0,0,0.02
15509,Meiji Toukyou Renka,Adventure,0,0,0.02,0,0.02
15510,Sengoku Basara: Sanada Yukimura-Den,Action,0,0,0.02,0,0.02
15511,Hakuoki: Shinkai - Hana no Shou,Adventure,0,0,0.02,0,0.02
15512,Mushihimesama,Action,0,0,0.02,0,0.02
15513,Uru: Ages Beyond Myst,Adventure,0,0.02,0,0,0.02
15514,Higurashi no Naku Koro ni: Jan,Misc,0,0,0.02,0,0.02
15515,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,Action,0,0,0.02,0,0.02
15516,Elvandia Story,Role-Playing,0,0,0.02,0,0.02
15517,Triggerheart Excelica Enhanced,Shooter,0,0,0.02,0,0.02
15518,Puzzle Star Sweep,Puzzle,0.01,0.01,0,0,0.02
15519,Battle Spirits: Kiseki no Hasha,Role-Playing,0,0,0.02,0,0.02
15520,X-Plane 10 Global,Simulation,0,0.02,0,0,0.02
15521,Chrysler Classic Racing,Racing,0.02,0,0,0,0.02
15522,The Conveni 4,Simulation,0,0,0.02,0,0.02
15523,The Cheetah Girls,Misc,0.01,0,0,0,0.02
15524,Charlie's Angels,Action,0.01,0,0,0,0.02
15525,WRC 2: FIA World Rally Championship,Racing,0,0.01,0,0,0.02
15526,uDraw Studio: Instant Artist,Misc,0.01,0.01,0,0,0.02
15527,Seitokai no Ichizon: DS-suru Seitokai,Adventure,0,0,0.02,0,0.02
15528,Teenage Mutant Ninja Turtles Double Pack,Action,0.01,0,0,0,0.02
15529,Prism Ark: Awake,Adventure,0,0,0.02,0,0.02
15530,Rozen Maiden: Duellwalzer,Adventure,0,0,0.02,0,0.02
15531,Rugby 06,Sports,0.01,0,0,0,0.02
15532,Marvel Avengers: Battle for Earth,Action,0.02,0,0,0,0.02
15533,Winter Blast: 9 Snow & Ice Games,Sports,0.02,0,0,0,0.02
15534,Natsuiro High School: Seishun Hakusho,Action,0,0,0.02,0,0.02
15535,Kamen Rider: Battride War II,Action,0,0,0.02,0,0.02
15536,Shrek / Shark Tale Game Boy Advance Video,Misc,0.01,0,0,0,0.02
15537,Urban Chaos: Riot Response,Shooter,0.01,0,0,0,0.02
15538,Ginga Fukei Densetsu: Sapphire,Shooter,0,0,0.02,0,0.02
15539,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,Action,0,0,0.02,0,0.02
15540,The Mummy,Action,0.01,0,0,0,0.02
15541,Guitar Freaks V3 & DrumMania V3,Simulation,0,0,0.02,0,0.02
15542,The Talos Principle,Puzzle,0,0.02,0,0,0.02
15543,The Crow: City of Angels,Action,0.01,0.01,0,0,0.02
15544,Legendary,Shooter,0,0.01,0,0,0.02
15545,Snow Portable,Adventure,0,0,0.02,0,0.02
15546,Poyo Poyo Kansatsu Nikki,Action,0,0,0.02,0,0.02
15547,Jinsei Game DS,Misc,0,0,0.02,0,0.02
15548,Guitar Freaks & DrumMania: Masterpiece Gold,Simulation,0,0,0.02,0,0.02
15549,Broken Sword: The Sleeping Dragon,Adventure,0.01,0,0,0,0.02
15550,Reversal Challenge,Misc,0.02,0,0,0,0.02
15551,Wild West Shootout,Shooter,0.01,0.01,0,0,0.02
15552,Miyako,Adventure,0,0,0.02,0,0.02
15553,Motto NUGA-CEL!,Adventure,0,0,0.02,0,0.02
15554,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),Strategy,0,0,0.02,0,0.02
15555,11eyes: CrossOver,Adventure,0,0,0.02,0,0.02
15556,Super Dodge Ball,Sports,0,0,0.02,0,0.02
15557,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,Adventure,0,0,0.02,0,0.02
15558,Gon: BakuBakuBakuBaku Adventure,Action,0,0,0.02,0,0.02
15559,Style Book: Junior City,Misc,0,0,0.02,0,0.02
15560,Amatsumi Sora ni! Kumo no Hatate ni,Adventure,0,0,0.02,0,0.02
15561,Garfield's Nightmare,Platform,0.01,0,0,0,0.02
15562,Earth Seeker,Role-Playing,0,0,0.02,0,0.02
15563,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,Action,0,0,0.02,0,0.02
15564,Lovely x Cation 1 & 2,Action,0,0,0.02,0,0.02
15565,Barbie as the Princess and the Pauper,Adventure,0.01,0,0,0,0.02
15566,Blood Bowl: Legendary Edition,Sports,0,0.01,0,0,0.02
15567,Tantei Opera: Milky Holmes,Adventure,0,0,0.02,0,0.02
15568,Pirates of the Burning Sea,Role-Playing,0,0.01,0,0,0.02
15569,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,Misc,0,0,0.02,0,0.02
15570,Mary King's Riding School 2,Simulation,0,0.02,0,0,0.02
15571,Micro Machines V4,Racing,0.01,0,0,0,0.02
15572,Entaku no Seito: The Eternal Legend,Role-Playing,0,0,0.02,0,0.02
15573,New Atelier Rorona: Hajimari no Monogatari,Action,0,0,0.02,0,0.02
