Rank,Name,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4551,Lego Batman 3: Beyond Gotham,Action,0.23,0.17,0,0.04,0.43
4552,Madden NFL 2003,Sports,0.33,0.09,0,0.01,0.43
4553,NASCAR Kart Racing,Racing,0.39,0,0,0.03,0.43
4554,Disney Sing It,Misc,0.39,0.01,0,0.03,0.43
4555,Backyard Baseball,Sports,0.31,0.11,0,0.01,0.43
4556,Call of Duty: Black Ops II,Shooter,0.21,0.18,0,0.03,0.43
4557,TRON: Evolution,Action,0.27,0.1,0,0.05,0.43
4558,Midway Arcade Treasures,Misc,0.33,0.08,0,0.01,0.43
4559,Call of Duty: Modern Warfare: Mobilized,Shooter,0.37,0.02,0,0.03,0.43
4560,Petz: Horsez 2,Simulation,0.39,0,0,0.03,0.43
4561,The Smurfs,Action,0.24,0.14,0,0.04,0.43
4562,Bakugan: Battle Brawlers,Action,0.21,0.16,0,0.05,0.43
4563,NHL FaceOff 99,Sports,0.24,0.16,0,0.03,0.43
4564,Skylanders: Trap Team,Action,0.18,0.17,0,0.07,0.43
4565,SEGA Classics Collection,Misc,0.21,0.16,0,0.05,0.43
4566,Pirates of the Caribbean: At World's End,Action,0.15,0.17,0,0.1,0.43
4567,Juiced: Eliminator,Racing,0.11,0.2,0,0.12,0.43
4568,Naruto: Ninja Council 3,Action,0.39,0,0,0.03,0.42
4569,Neon Genesis Evangelion 2nd Impression,Role-Playing,0,0,0.42,0,0.42
4570,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,Strategy,0,0,0.42,0,0.42
4571,NBA Street,Sports,0.33,0.09,0,0.01,0.42
4572,Ben 10 Alien Force: Vilgax Attacks,Action,0.22,0.16,0,0.04,0.42
4573,Ben 10 Alien Force: Vilgax Attacks,Action,0.13,0.19,0,0.11,0.42
4574,Valkyrie Profile: Covenant of the Plume,Role-Playing,0.23,0.02,0.16,0.02,0.42
4575,The Legend of Spyro: The Eternal Night,Platform,0.21,0.16,0,0.05,0.42
4576,Mega Man Battle Network,Role-Playing,0.14,0.05,0.22,0.01,0.42
4577,LEGO Rock Band,Misc,0.24,0.13,0,0.06,0.42
4578,25 to Life,Shooter,0.35,0.01,0,0.06,0.42
4579,NHL 2K6,Sports,0.21,0.16,0,0.05,0.42
4580,Medal of Honor: Rising Sun,Shooter,0.33,0.09,0,0.01,0.42
4581,The Sims,Simulation,0.31,0.1,0,0.01,0.42
4582,Guitar Hero: Smash Hits,Misc,0.23,0.15,0,0.04,0.42
4583,Dog's Life,Adventure,0.21,0.16,0,0.05,0.42
4584,The X Files,Adventure,0.24,0.16,0,0.03,0.42
4585,Super Wagyan Land,Action,0,0,0.42,0,0.42
4586,Rascal,Action,0.24,0.16,0,0.03,0.42
4587,Hometown Story,Role-Playing,0.22,0.13,0.04,0.04,0.42
4588,Tony Hawk's American Wasteland,Sports,0.33,0.08,0,0.01,0.42
4589,Top Spin 4,Sports,0.15,0.23,0,0.04,0.42
4590,Famicom Mini: Super Mario Bros. 2,Platform,0,0,0.41,0.01,0.42
4591,Crash: Mind Over Mutant,Platform,0.39,0,0,0.03,0.42
4592,Medal of Honor Heroes 2,Shooter,0.34,0.04,0.01,0.04,0.42
4593,Yu-Gi-Oh! GX: Tag Force 2,Strategy,0.03,0.2,0.1,0.11,0.42
4594,Colony Wars,Simulation,0.24,0.16,0,0.03,0.42
4595,All-Star Baseball 2004,Sports,0.21,0.16,0,0.05,0.42
4596,Big Strike Bowling,Sports,0.23,0.16,0,0.03,0.42
4597,Ragnarok Odyssey,Role-Playing,0.22,0.01,0.16,0.03,0.42
4598,Harry Potter and the Deathly Hallows - Part 1,Action,0.2,0.19,0,0.04,0.42
4599,Horsez,Simulation,0.38,0.01,0,0.03,0.42
4600,SpongeBob's Truth or Square (US sales),Action,0.42,0,0,0,0.42
4601,NASCAR Thunder 2002,Racing,0.23,0.16,0,0.03,0.42
4602,Grandia,Role-Playing,0,0,0.42,0,0.42
4603,ESPN NHL 2K5,Sports,0.32,0.09,0,0.02,0.42
4604,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Misc,0.3,0.11,0,0.01,0.42
4605,Hot Wheels World Race,Racing,0.21,0.16,0,0.05,0.42
4606,Avatar: The Last Airbender - The Burning Earth,Action,0.21,0.16,0,0.05,0.42
4607,Superman: Shadow of Apokolips,Action,0.21,0.16,0,0.05,0.42
4608,NiGHTS: Journey of Dreams,Platform,0.33,0.03,0.04,0.03,0.42
4609,American Chopper,Racing,0.35,0.01,0,0.06,0.42
4610,Vanquish,Shooter,0.19,0.17,0.03,0.04,0.42
4611,Star Wars Trilogy: Apprentice of the Force,Action,0.3,0.11,0,0.01,0.42
4612,Marvel Super Hero Squad,Fighting,0.37,0.02,0,0.03,0.42
4613,Lemony Snicket's A Series of Unfortunate Events,Platform,0.3,0.11,0,0.01,0.42
4614,JGTC: All-Japan Grand Touring Car Championship,Racing,0.23,0.16,0,0.03,0.42
4615,NBA Live 06,Sports,0.39,0,0,0.03,0.42
4616,Arc the Lad III,Role-Playing,0,0,0.39,0.03,0.42
4617,Solitaire Overload,Misc,0.39,0,0,0.03,0.42
4618,Mobile Suit Gundam: Gundam vs. Gundam,Fighting,0,0,0.42,0,0.42
4619,Test Drive,Racing,0.35,0.05,0,0.02,0.42
4620,Jikkyou Powerful Pro Yakyuu 11,Sports,0,0,0.42,0,0.42
4621,Ghost Trick: Phantom Detective,Adventure,0.2,0.08,0.12,0.03,0.42
4622,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Action,0.21,0.16,0,0.05,0.42
4623,Rush 2: Extreme Racing USA,Racing,0.35,0.06,0,0,0.42
4624,NFL Blitz 2001,Sports,0.34,0.07,0,0,0.42
4625,Dr. Mario 64,Puzzle,0.34,0.07,0,0,0.42
4626,Jikkyou Powerful Pro Yakyuu 6,Sports,0,0,0.39,0.03,0.42
4627,Army Men: Sarge's Heroes 2,Shooter,0.34,0.07,0,0,0.42
4628,James Bond 007: Everything or Nothing,Shooter,0.32,0.08,0,0.01,0.42
4629,Green Day: Rock Band,Misc,0.19,0.16,0,0.07,0.42
4630,Wolfenstein: The Old Blood,Action,0.09,0.25,0.02,0.06,0.42
4631,MLB 08: The Show,Sports,0.35,0.01,0,0.06,0.42
4632,Disney Infinity 2.0: Marvel Super Heroes,Action,0.24,0.15,0,0.03,0.42
4633,Dance Dance Revolution Ultramix 2,Simulation,0.32,0.09,0,0.02,0.42
4634,Mega Man Anniversary Collection,Platform,0.32,0.08,0,0.01,0.42
4635,Blazing Angels: Squadrons of WWII,Simulation,0.36,0.03,0,0.03,0.42
4636,Super Famista 4,Sports,0,0,0.42,0,0.42
4637,The Fairly Odd Parents: Game Boy Advance Video Volume 2,Misc,0.3,0.11,0,0.01,0.42
4638,Cabela's Legendary Adventures,Sports,0.21,0.16,0,0.05,0.42
4639,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,Misc,0,0,0.42,0,0.42
4640,Harry Potter and the Goblet of Fire,Action,0.32,0.08,0,0.01,0.42
4641,JumpStart: Escape from Adventure Island,Adventure,0.39,0,0,0.03,0.42
4642,Thrillville: Off the Rails,Strategy,0.2,0.16,0,0.05,0.42
4643,Style Lab: Makeover,Simulation,0.35,0.03,0,0.03,0.42
4644,Condemned: Criminal Origins,Action,0.36,0.03,0,0.03,0.42
4645,Mega Man X6,Action,0.14,0.1,0.16,0.03,0.42
4646,Monster Jam: Urban Assault,Racing,0.39,0,0,0.03,0.42
4647,BloodRayne,Shooter,0.2,0.16,0,0.05,0.42
4648,Kumamon Bomber: Puzzle de Kumamon Taisou,Puzzle,0.32,0.08,0,0.01,0.42
4649,Castlevania: Curse of Darkness,Action,0.18,0.14,0.05,0.05,0.42
4650,Tom Clancy's HAWX 2,Action,0.21,0.12,0.03,0.05,0.42
4651,Harvest Moon: Grand Bazaar,Simulation,0.22,0.05,0.13,0.02,0.42
4652,International Superstar Soccer Pro '98,Sports,0.02,0.02,0.35,0.03,0.42
4653,Jimmy Neutron: Boy Genius,Platform,0.3,0.11,0,0.01,0.42
4654,Black,Shooter,0.31,0.09,0,0.01,0.42
4655,Zack & Wiki: Quest for Barbaros' Treasure,Adventure,0.18,0.17,0.03,0.04,0.42
4656,Double Pack: Finding Nemo / The Incredibles,Action,0.31,0.09,0,0.01,0.42
4657,Star Wars The Clone Wars: Republic Heroes,Action,0.21,0.13,0,0.08,0.42
4658,NBA 2K11,Action,0.39,0,0,0.03,0.42
4659,Animal Crossing: Amiibo Festival,Misc,0.19,0.11,0.09,0.03,0.42
4660,Hyrule Warriors,Action,0.16,0.12,0.11,0.03,0.42
4661,Harry Potter and the Deathly Hallows - Part 1,Action,0.13,0.21,0,0.08,0.42
4662,Fishing Resort,Sports,0.16,0,0.25,0.01,0.42
4663,WWE All Stars,Fighting,0.16,0.18,0,0.07,0.42
4664,Lord of the Rings: The Third Age,Role-Playing,0.31,0.09,0,0.01,0.42
4665,Football Manager Handheld 2011,Sports,0,0.28,0,0.14,0.42
4666,Pirates of the Caribbean: At World's End,Action,0.2,0.16,0,0.05,0.42
4667,Mega Man Legends 2,Adventure,0.17,0.12,0.1,0.03,0.42
4668,X-Men vs. Street Fighter,Fighting,0.16,0.11,0.12,0.03,0.42
4669,High Rollers Casino,Misc,0.2,0.16,0,0.05,0.42
4670,Castlevania: The Dracula X Chronicles,Platform,0.22,0.09,0.04,0.07,0.42
4671,The Suffering,Action,0.2,0.16,0,0.05,0.42
4672,Cyber Troopers Virtual-On,Fighting,0,0,0.42,0,0.42
4673,Katamari Forever,Puzzle,0.26,0.05,0.06,0.04,0.42
4674,Star Wars Starfighter: Special Edition,Simulation,0.3,0.1,0,0.02,0.42
4675,TimeShift,Shooter,0.36,0.02,0,0.03,0.41
4676,NBA Jam,Sports,0.2,0.16,0,0.05,0.41
4677,Zone of the Enders: The 2nd Runner,Simulation,0.15,0.12,0.11,0.04,0.41
4678,Ghostbusters: The Video Game,Action,0.26,0.12,0,0.04,0.41
4679,Attack on Titan: Humanity in Chains,Action,0,0,0.41,0,0.41
4680,Jampack Spring 2004 (RP-T),Misc,0.2,0.16,0,0.05,0.41
4681,Dexter's Laboratory Deesaster Strikes,Adventure,0.3,0.11,0,0.01,0.41
4682,NFL GameDay 2004,Sports,0.2,0.16,0,0.05,0.41
4683,Scooby-Doo and the Cyber Chase,Adventure,0.3,0.11,0,0.01,0.41
4684,Danganronpa: Trigger Happy Havoc,Misc,0.14,0.07,0.15,0.06,0.41
4685,TERA,Role-Playing,0.24,0.12,0,0.05,0.41
4686,Tomb Raider: The Last Revelation,Action,0.41,0,0,0,0.41
4687,pro evolution soccer 2011,Sports,0.04,0.21,0.05,0.11,0.41
4688,Sega Rally Championship 2,Racing,0,0,0.41,0,0.41
4689,Quake II,Shooter,0.23,0.16,0,0.03,0.41
4690,Crash of the Titans,Action,0.34,0.01,0,0.06,0.41
4691,BioShock,Shooter,0.01,0.39,0,0.02,0.41
4692,Cars: Mater-National Championship,Racing,0.37,0.01,0,0.03,0.41
4693,MLB 10: The Show,Sports,0.2,0.16,0,0.05,0.41
4694,Wheel of Fortune: 2nd Edition,Misc,0.23,0.16,0,0.03,0.41
4695,Tom Clancy's Rainbow Six: Lockdown,Shooter,0.26,0.13,0,0.02,0.41
4696,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,Fighting,0,0,0.41,0,0.41
4697,Cool Boarders 2001,Sports,0.23,0.16,0,0.03,0.41
4698,Grudge Warriors,Action,0.23,0.16,0,0.03,0.41
4699,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,Sports,0,0,0.39,0.03,0.41
4700,Destiny: The Taken King,Shooter,0.16,0.17,0.02,0.06,0.41
4701,Mobile Suit Gundam,Action,0,0,0.41,0,0.41
4702,Mass Effect Trilogy,Action,0.28,0.1,0,0.03,0.41
4703,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Shooter,0.17,0.15,0,0.09,0.41
4704,Wolfenstein: The New Order,Shooter,0.18,0.19,0,0.04,0.41
4705,James Patterson Women's Murder Club: Games of Passion,Adventure,0.15,0.22,0,0.05,0.41
4706,Farming Simulator 2015,Simulation,0.21,0.16,0,0.04,0.41
4707,Jimmy Neutron: Boy Genius,Platform,0.2,0.16,0,0.05,0.41
4708,Itadaki Street DS,Misc,0,0,0.41,0,0.41
4709,Castlevania: Order of Ecclesia,Platform,0.31,0.03,0.04,0.03,0.41
4710,BlazBlue: Continuum Shift,Fighting,0.21,0.08,0.09,0.04,0.41
4711,X-Men: The Official Game,Action,0.2,0.16,0,0.05,0.41
4712,300: March to Glory,Action,0.27,0.08,0,0.06,0.41
4713,E0: Enemy Zero,Adventure,0,0,0.41,0,0.41
4714,Nicktoons: Unite!,Adventure,0.34,0.01,0,0.06,0.41
4715,Six Flags Fun Park,Misc,0.28,0.1,0,0.04,0.41
4716,Spore Hero,Simulation,0.36,0.03,0,0.03,0.41
4717,Mass Effect Trilogy,Action,0.37,0,0,0.04,0.41
4718,NASCAR Racing,Racing,0.23,0.16,0,0.03,0.41
4719,LEGO Jurassic World,Action,0.09,0.23,0,0.09,0.41
4720,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Misc,0,0,0.41,0,0.41
4721,Up,Action,0.24,0.1,0,0.07,0.41
4722,Spider-Man: Web of Shadows,Action,0.36,0.02,0,0.03,0.41
4723,Boku no Natsuyasumi 2: Umi no Bouken Hen,Adventure,0,0,0.41,0,0.41
4724,SpongeBob SquigglePants,Misc,0.36,0.03,0,0.03,0.41
4725,Cars: Race-O-Rama,Racing,0.29,0.07,0,0.06,0.41
4726,Fantastic Pets,Simulation,0.3,0.08,0,0.03,0.41
4727,Command & Conquer: Red Alert,Strategy,0.23,0.16,0,0.03,0.41
4728,Star Wars The Clone Wars: Republic Heroes,Action,0.23,0.14,0,0.04,0.41
4729,Dig Dug,Puzzle,0,0,0.41,0,0.41
4730,Ogre Battle 64: Person of Lordly Caliber,Role-Playing,0.1,0.02,0.25,0.04,0.41
4731,Superman: The New Superman Adventures,Action,0.33,0.07,0,0,0.41
4732,UEFA Euro 2008 Austria-Switzerland,Sports,0.08,0.27,0,0.06,0.41
4733,The Terminator: Dawn of Fate,Action,0.2,0.16,0,0.05,0.41
4734,The LEGO Movie Videogame,Action,0.05,0.26,0,0.09,0.41
4735,Rogue Galaxy: Director's Cut,Role-Playing,0.2,0.16,0,0.05,0.41
4736,Armored Core,Simulation,0.13,0.09,0.16,0.03,0.41
4737,Monster Trucks Mayhem,Racing,0.39,0,0,0.02,0.41
4738,Winter Sports 2: The Next Challenge,Sports,0.18,0.19,0,0.04,0.41
4739,Green Day: Rock Band,Misc,0.24,0.13,0,0.04,0.41
4740,Densha De Go! 2,Simulation,0,0,0.38,0.03,0.41
4741,Transformers: Fall of Cybertron,Action,0.19,0.15,0,0.07,0.41
4742,Call of Duty: Advanced Warfare,Shooter,0.14,0.23,0,0.04,0.41
4743,Disney Princess: Enchanting Storybooks,Misc,0.26,0.11,0,0.04,0.41
4744,Monopoly Streets,Misc,0.16,0.18,0,0.07,0.41
4745,Band Hero,Misc,0.15,0.06,0,0.2,0.41
4746,The Wonderful 101,Action,0.2,0.1,0.08,0.03,0.41
4747,No More Heroes 2: Desperate Struggle,Action,0.21,0.12,0.04,0.03,0.41
4748,Battlefield 2: Modern Combat,Shooter,0.35,0.02,0.01,0.03,0.41
4749,Armored Core 2: Another Age,Simulation,0.11,0.08,0.19,0.03,0.41
4750,Buzz! Junior: Jungle Party,Misc,0.2,0.16,0,0.05,0.41
4751,Mortal Kombat: Deadly Alliance,Fighting,0.31,0.08,0,0.01,0.41
4752,Marvel: Ultimate Alliance,Role-Playing,0.37,0.01,0,0.03,0.41
4753,NBA 2K11,Action,0.34,0.01,0,0.06,0.41
4754,AKB1/48: Idol to Koishitara...,Misc,0,0,0.41,0,0.41
4755,Pro Pinball,Misc,0.23,0.15,0,0.03,0.41
4756,'98 Koshien,Sports,0.15,0.1,0.12,0.03,0.41
4757,NBA 2K9,Sports,0.34,0.01,0,0.06,0.41
4758,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),Misc,0,0,0.4,0.01,0.41
4759,Speed Racer: The Videogame,Racing,0.36,0.02,0,0.03,0.41
4760,Naughty Bear,Action,0.21,0.16,0,0.04,0.41
4761,Littlest Pet Shop,Simulation,0.34,0.04,0,0.03,0.41
4762,TNA iMPACT!,Fighting,0.22,0.12,0,0.06,0.41
4763,Just Dance Kids 2,Misc,0.29,0.09,0,0.03,0.41
4764,Duke Nukem Forever,Shooter,0.18,0.17,0,0.06,0.41
4765,Hatsune Miku: Project Diva 2nd,Misc,0,0,0.41,0,0.41
4766,Marvel: Ultimate Alliance 2,Role-Playing,0.23,0.02,0,0.16,0.41
4767,Mario no Super Picross,Puzzle,0,0,0.41,0,0.41
4768,"Ed, Edd n Eddy: The Mis-Edventures",Platform,0.34,0.01,0,0.06,0.41
4769,Jikkyou Powerful Pro Yakuu '94,Sports,0,0,0.41,0,0.41
4770,Disney's Tarzan Untamed,Platform,0.2,0.16,0,0.05,0.41
4771,Borderlands: The Handsome Collection,Shooter,0.24,0.13,0,0.04,0.41
4772,The Gunstringer,Shooter,0.26,0.11,0,0.04,0.41
4773,Knockout Kings 2001,Fighting,0.23,0.15,0,0.03,0.41
4774,From Russia With Love,Action,0.34,0.01,0,0.06,0.41
4775,FIFA Soccer 13,Action,0.02,0.31,0,0.07,0.41
4776,Asura's Wrath,Action,0.18,0.12,0.06,0.05,0.41
4777,Avatar: The Game,Action,0.19,0.18,0,0.04,0.41
4778,My Virtual Tutor: Reading Adventure First to Second Grade,Misc,0.38,0,0,0.03,0.41
4779,Minority Report: Everybody Runs,Action,0.2,0.15,0,0.05,0.41
4780,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,Misc,0.23,0.15,0,0.03,0.4
4781,NFL GameDay 2002,Sports,0.23,0.15,0,0.03,0.4
4782,Pengo,Adventure,0.38,0.02,0,0,0.4
4783,Disney Sing It! High School Musical 3: Senior Year,Misc,0.08,0.26,0,0.07,0.4
4784,Story of Seasons,Simulation,0,0.13,0.26,0.01,0.4
4785,Beowulf: The Game,Action,0.36,0.01,0,0.03,0.4
4786,Mouse Trap,Action,0.38,0.02,0,0,0.4
4787,Super Monkey Ball: Step & Roll,Action,0.17,0.2,0,0.04,0.4
4788,Hatsune Miku: Project Diva F 2nd,Misc,0.13,0.06,0.16,0.06,0.4
4789,Overlord,Strategy,0.34,0.03,0.01,0.03,0.4
4790,Tak and the Power of Juju,Platform,0.31,0.08,0,0.01,0.4
4791,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Action,0.32,0.04,0.01,0.04,0.4
4792,Sega Superstars Tennis,Sports,0.13,0.2,0,0.08,0.4
4793,LEGO Harry Potter: Years 5-7,Action,0.18,0.19,0,0.04,0.4
4794,Dragon Quest X,Role-Playing,0,0,0.4,0,0.4
4795,Wall-E,Platform,0.12,0.21,0,0.08,0.4
4796,Medarot: Kabuto / Kuwagata Version,Role-Playing,0,0,0.4,0,0.4
4797,NBA 2K10,Sports,0.33,0.01,0,0.05,0.4
4798,Defender,Misc,0.2,0.15,0,0.05,0.4
4799,NFL GameDay 2003,Sports,0.2,0.15,0,0.05,0.4
4800,WipeOut 3 The Game,Action,0.38,0,0,0.03,0.4
4801,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Misc,0,0,0.4,0,0.4
4802,Thief (2014),Action,0.1,0.2,0.02,0.08,0.4
4803,Congo Bongo,Action,0.37,0.02,0,0,0.4
4804,Gauntlet: Seven Sorrows,Role-Playing,0.2,0.15,0,0.05,0.4
4805,Harry Potter: Quidditch World Cup,Sports,0.31,0.08,0,0.01,0.4
4806,Advance Wars: Dual Strike,Strategy,0.3,0.03,0.04,0.03,0.4
4807,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,Action,0.27,0.01,0.09,0.03,0.4
4808,Warriors Orochi 2 (JP sales),Action,0,0,0.4,0,0.4
4809,WWE SmackDown! vs. RAW 2006,Fighting,0.36,0.01,0,0.03,0.4
4810,The Chronicles of Narnia: Prince Caspian,Action,0.2,0.15,0,0.05,0.4
4811,The Incredibles: Rise of the Underminer,Action,0.29,0.11,0,0.01,0.4
4812,Pet in TV,Strategy,0,0,0.38,0.03,0.4
4813,Battalion Wars,Strategy,0.25,0.07,0.07,0.01,0.4
4814,NBA ShootOut 2000,Sports,0.22,0.15,0,0.03,0.4
4815,Power Rangers: Dino Thunder,Action,0.31,0.08,0,0.01,0.4
4816,Rocksmith 2014,Misc,0.29,0.08,0,0.04,0.4
4817,Samurai Shodown,Fighting,0,0,0.4,0,0.4
4818,NHL 15,Sports,0.31,0.06,0,0.03,0.4
4819,TMNT,Action,0.34,0.03,0,0.03,0.4
4820,Final Fantasy Crystal Chronicles: The Crystal Bearers,Action,0.22,0.08,0.08,0.03,0.4
4821,Cabela's Big Game Hunter 2010,Sports,0.37,0,0,0.03,0.4
4822,EA Sports UFC 2,Sports,0.23,0.14,0,0.04,0.4
4823,Fighting Vipers,Fighting,0,0,0.4,0,0.4
4824,NCAA GameBreaker 2000,Sports,0.22,0.15,0,0.03,0.4
4825,Iron Man 2,Action,0.14,0.19,0,0.07,0.4
4826,The Legend of Spyro: Dawn of the Dragon,Platform,0.12,0.01,0,0.27,0.4
4827,AKB1/48: Idol to Guam de Koishitara...,Misc,0,0,0.4,0,0.4
4828,RR64: Ridge Racer 64,Racing,0.32,0.07,0,0,0.4
4829,Top Gear Rally,Racing,0.32,0.07,0,0,0.4
4830,NFL Quarterback Club 2000,Sports,0.37,0.03,0,0,0.4
4831,Mortal Kombat Mythologies: Sub-Zero,Fighting,0.32,0.07,0,0,0.4
4832,18 Wheeler: American Pro Trucker,Racing,0.2,0.15,0,0.05,0.4
4833,Atari Anthology,Misc,0.33,0.01,0,0.05,0.4
4834,Bugs Bunny: Lost in Time,Platform,0.22,0.15,0,0.03,0.4
4835,NBA Jam,Sports,0.27,0.1,0,0.03,0.4
4836,Sherlock Holmes: The Mystery of the Mummy,Adventure,0.06,0.3,0,0.04,0.4
4837,Hot Wheels: Beat That!,Racing,0.2,0.15,0,0.05,0.4
4838,MLB 2006,Sports,0.33,0.01,0,0.05,0.4
4839,Star Wars The Clone Wars: Republic Heroes,Action,0.18,0.17,0,0.04,0.4
4840,Brunswick Pro Bowling,Sports,0.2,0.15,0,0.05,0.4
4841,Mafia II,Action,0.17,0.17,0,0.06,0.4
4842,Rocket Power: Dream Scheme,Action,0.29,0.11,0,0.01,0.4
4843,SpongeBob's Truth or Square (US sales),Action,0.38,0.01,0,0,0.4
4844,MX vs. ATV Unleashed,Racing,0.32,0.07,0,0.01,0.4
4845,Rampage: Total Destruction,Action,0.31,0.08,0,0.01,0.4
4846,Planet 51,Action,0.22,0.14,0,0.04,0.4
4847,The Urbz: Sims in the City,Simulation,0.24,0.14,0,0.02,0.4
4848,Road Rash: Jailbreak,Racing,0.22,0.15,0,0.03,0.4
4849,Mother 3,Role-Playing,0,0,0.39,0.01,0.4
4850,Nicktoons: Freeze Frame Frenzy,Action,0.29,0.11,0,0.01,0.4
4851,Diner Dash: Sizzle & Serve,Puzzle,0.34,0.03,0,0.03,0.4
4852,Rapala Pro Bass Fishing 2010,Sports,0.32,0.05,0,0.03,0.4
4853,Legends of WrestleMania,Fighting,0.2,0.16,0,0.04,0.4
4854,Wii Sports Club,Sports,0.19,0.14,0.04,0.03,0.4
4855,Tomb Raider: Anniversary,Action,0.12,0.23,0,0.05,0.4
4856,You Don't Know Jack,Misc,0.22,0.15,0,0.03,0.4
4857,Mystery Dungeon: Shiren the Wanderer,Role-Playing,0,0,0.4,0,0.4
4858,Sonic Lost World,Platform,0.24,0.12,0.01,0.03,0.4
4859,Condemned 2: Bloodshot,Action,0.17,0.16,0,0.07,0.4
4860,Silent Hill: Homecoming,Action,0.18,0.15,0,0.06,0.4
4861,Star Wars: Clone Wars,Shooter,0.31,0.08,0,0.01,0.4
4862,NBA Live 2002,Sports,0.35,0.03,0,0.02,0.4
4863,Boku no Natsuyasumi,Adventure,0,0,0.37,0.03,0.4
4864,Armored Core V,Simulation,0.09,0.04,0.24,0.02,0.4
4865,I-Ninja,Platform,0.19,0.15,0,0.05,0.4
4866,Command & Conquer,Strategy,0.22,0.15,0,0.03,0.4
4867,Harvest Moon: Save the Homeland,Simulation,0.19,0.15,0,0.05,0.4
4868,NBA Jam,Sports,0.22,0.12,0,0.06,0.4
4869,Mass Effect 2,Role-Playing,0.01,0.32,0,0.07,0.4
4870,SD Gundam G Generation Seed,Strategy,0,0,0.4,0,0.4
4871,Call of Duty: Finest Hour,Shooter,0.31,0.08,0,0.01,0.4
4872,Scooby-Doo! and the Spooky Swamp,Action,0.26,0.1,0,0.03,0.4
4873,Naruto: Path of the Ninja,Role-Playing,0.37,0,0,0.03,0.4
4874,Rise of the Tomb Raider,Adventure,0.17,0.19,0,0.03,0.4
4875,Hitman: Blood Money,Action,0.29,0.06,0.01,0.03,0.4
4876,Tales of Phantasia,Role-Playing,0,0,0.4,0,0.4
4877,Alpha Protocol,Role-Playing,0.23,0.13,0,0.04,0.4
4878,Suzuki TT Superbikes,Racing,0.33,0.01,0,0.05,0.4
4879,Rumble Roses,Fighting,0.19,0.15,0,0.05,0.39
4880,Just Dance 2014,Misc,0.17,0.15,0,0.07,0.39
4881,Fantastic Four: Rise of the Silver Surfer,Action,0.19,0.15,0,0.05,0.39
4882,Ultimate Spider-Man,Action,0.26,0.11,0,0.02,0.39
4883,GRID 2,Racing,0.07,0.23,0.01,0.09,0.39
4884,LEGO The Lord of the Rings,Action,0.19,0.17,0,0.03,0.39
4885,Juiced 2: Hot Import Nights,Racing,0.19,0.15,0.01,0.05,0.39
4886,Skylanders: SuperChargers,Action,0.15,0.18,0,0.06,0.39
4887,NHL 99,Sports,0.38,0.01,0,0,0.39
4888,NBA 2K10,Sports,0.36,0,0,0.03,0.39
4889,Dungeon Siege III,Role-Playing,0.17,0.14,0.03,0.06,0.39
4890,Viking: Battle for Asgard,Action,0.14,0.18,0,0.07,0.39
4891,Brunswick Pro Bowling,Sports,0.36,0.01,0,0.03,0.39
4892,Monster Jam: Urban Assault,Racing,0.37,0,0,0.03,0.39
4893,Danball Senki,Role-Playing,0,0,0.39,0,0.39
4894,NASCAR Heat,Racing,0.22,0.15,0,0.03,0.39
4895,Bloody Roar,Fighting,0.22,0.15,0,0.03,0.39
4896,Bump 'n' Jump,Racing,0.37,0.02,0,0,0.39
4897,Mobile Suit Gundam: Lost War Chronicles,Shooter,0,0,0.39,0,0.39
4898,Disney's Brother Bear,Action,0.28,0.1,0,0.01,0.39
4899,Naruto: Clash of Ninja Revolution 2,Fighting,0.34,0.02,0,0.03,0.39
4900,NBA Live 09,Sports,0.32,0.01,0.01,0.05,0.39
4901,LEGO Star Wars III: The Clone Wars,Action,0.14,0.17,0,0.09,0.39
4902,The House of The Dead III,Shooter,0.29,0.08,0,0.01,0.39
4903,Rune Factory: Frontier,Role-Playing,0.18,0.14,0.04,0.04,0.39
4904,Fire Emblem: Fuuin no Tsurugi,Role-Playing,0,0,0.39,0,0.39
4905,SpongeBob's Truth or Square (US sales),Action,0.39,0,0,0,0.39
4906,FIFA 12,Sports,0.08,0.26,0,0.05,0.39
4907,Ener-G: Gym Rockets,Sports,0.36,0,0,0.03,0.39
4908,The Darkness II,Shooter,0.24,0.12,0,0.03,0.39
4909,NBA Live 09,Sports,0.23,0.07,0.03,0.06,0.39
4910,Laser Blast,Action,0.37,0.02,0,0,0.39
4911,Dancing with the Stars: We Dance!,Misc,0.36,0,0,0.03,0.39
